,title,href,company,description,salary
120,Senior Linux Engineer / DevOps,https://spb.hh.ru/vacancy/54622969?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,РОССИННО,"Работы по внедрению и настройке SAYMON. Общение с клиентами по технологическим вопросам. Анализ функциональных требований в проектах. Подготовка внедрений и...Знание и умение крутить СУБД. Опыт работы и понимание Prometheus, Zabbix. Знание алгоритмов и структур данных. Знание английского языка.",150 000 – 250 000 руб.
121,Старший бухгалтер,https://spb.hh.ru/vacancy/54843114?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО ПКФ Петро-Васт,"Учет ТМЦ (хозтовары, запчасти, топливо, спецодежда, оборудование). Учет основных средств. Учет операций по договорам лизинга. Учет операций по хозяйственным договорам. Знание бухгалтерского и налогового учета, обычаев делового оборота. Знание современных методик анализа больших объемов данных. Уверенное владение ПК (Microsoft Office...",от 80 000 руб.
122,BIM-менеджер/BIM- координатор,https://spb.hh.ru/vacancy/52873909?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Сигни Консалт,"1. Работа с BIM моделями, анализ, проверка. 2. Разработка правил проверки качества информационных моделей. 3. Осуществление проверок информационных моделей. 4. Опыт работы от 3 лет1. Образование: высшее, профильное. 2. Опыт работы: от 1 года. 3. Навыки работы в BIM...",от 90 000 руб.
123,Помощник юриста,https://spb.hh.ru/vacancy/54663339?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Коллегия Юристов,"Разбор и сканирование документов. Сбор документов, заполнение базы данных. Подготовка публикации в ЕФРСБ и газете Коммерсантъ. Подготовка запросов арбитражного управляющего...Личные качества: ответственность, исполнительность, нацеленность на результат. Хорошие навыки коммуникации. Внимательность при анализе документов, отличная память. Возможность сфокусированной работы в...",35 000 – 50 000 руб.
124,Инженер АСУ ТП,https://spb.hh.ru/vacancy/54468778?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО ВЭПС,"Разработка алгоритмов управления тех. процессами. Заказ оборудования у поставщиков. Подготовка данных для проектной документации по разделу АТХ, разработка разделов АТХ...Техническое образование (среднее профессиональное /высшее). Знание английского языка будет являться преимуществом. Знание элементной базы контроллеров Siemens. Опыт использования Step7...",до 150 000 руб.
125,Офис-менеджер / Ассистент,https://spb.hh.ru/vacancy/54241568?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Ай Лайн,"Оформление первичных бухгалтерских документов. Ведение переписки и телефонных переговоров. Поиск информации и подробный анализ данных, товаров и услуг по поручению...Уверенный пользователь ПК. Ответственность/надежность. Самостоятельность. Коммуникабельность и грамотная речь.",от 40 000 руб.
126,Менеджер по продажам,https://spb.hh.ru/vacancy/53491100?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Эпл Эпл,Тестировать различные модели ноутбуков и их комплектующие. Выкупать ноутбуки на выделенные средства компании. Заводить данные в систему.Преимуществом будет опыт работы в сервисных компаниях по ремонту компьютеров; опыт в продаже компьютерной техники; опыт тестирования и оценки техники. ,от 70 000 руб.
127,Senior .Net Backend Developer,https://spb.hh.ru/vacancy/54002752?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Проект,"Принимать участие в анализе функциональных требований и их реализации. Расширять архитектуру баз данных. Работа с различными хранилищами данных, в основном...Понимание принципов проектирования многопоточных веб-приложений, включая отказоустойчивость, безопасность и производительность. Опыт проектирования базы данных. Опыт работы с .Net 6.",200 000 – 300 000 руб.
128,Менеджер по продажам,https://spb.hh.ru/vacancy/54838423?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО АэроТрансТехника,"ведения БД в CRM системах - систематизация и актуализация данных по клиентам. - комплексная поддержка ключевых клиентов, развитие послепродажного бизнеса в рамках...Опыт в аэродромном направлении будет преимуществом! - Опыт участия в тендерных процедурах. - английский язык - не ниже Upper intermediate. - опытный пользователь ПК...",от 100 000 руб.
129,Юрист,https://spb.hh.ru/vacancy/54258085?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Полома Менеджмент,"...проверка и правовой анализ текста и условий). Работа с информационной базой: внесение информации о договорах, проверка правильности данных контрагентов. Высшее юридическое образование. Опыт работы от 1 года. Знание гражданского, процессуального, договорного законодательства; умение ориентироваться в различных отраслях права. ",от 45 000 руб.
130,Руководитель хаски-центра,https://spb.hh.ru/vacancy/54517248?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Центр Арктического туризма Грумант,"...новых товаров, изучение спроса, участие в разработке макетов и т.д.). Сбор и анализ отзывов от гостей и компаний-партнеров.Компьютерная грамотность, опыт работы с облачными сервисами, в социальных сетях, мессенджерах, почтовых сервисах, с текстовыми редакторами и таблицами данных. ",100 000 – 140 000 руб.
131,"Менеджер по продажам в Санкт-Петербурге (завод производитель, в т.ч. входящие звонки и база)",https://spb.hh.ru/vacancy/53363749?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Завод-Ленсвет,"Звонки клиентам из различных сфер, огромный рынок потребления. Получение технического задания, личные встречи, разработка коммерческих предложений. Работа с текущей базой...Понимание рынка, услуги, товара, и наличие опыта в части процесса заключения подобных сделок, в рамках конкретных объектов. Работа с текущей...",50 000 – 500 000 руб.
132,Менеджер по продажам,https://spb.hh.ru/vacancy/52590013?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,"ООО Пигмент, ХК","Подготовка коммерческих предложений, проведение переговоров, заключение договоров. Анализ рынка, мониторинг конкурентной среды. Контроль оплаты по договорам. Консультирование клиентов по продукции...Высшее химическое/экономическое образование. Опыт работы от 1 года . Обязательный опыт работы в продажах антикоррозионных судовых ЛКМ , порошковых красок . ",до 60 000 руб.
133,"Руководитель склада универмага ""Дом Мод""",https://spb.hh.ru/vacancy/54899368?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Иридато,...IT-специалистами в части поддержания работоспособности систем сбора и учета данных. Поддержание стандартов размещения товара на складах. Поддержание стандартов подготовки...Опыт работы кладовщиком/товароведом от 2 лет в магазинах с широкой товарной матрицей. Развитые навыки ведения товарного учета в 1...,от 60 000 руб.
134,Стажер в отдел жилой недвижимости,https://spb.hh.ru/vacancy/48316183?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО АРИН,"Изучение и анализ рынка. Проведение переговоров и показов. Осуществление сделок. Реклама объектов недвижимости во всех СМИ и электронных базах данных...Вы – человек со здоровыми амбициями, мобильный, активный, легкообучаемый и позитивно настроенный. Знание ПК на уровне пользователя, грамотная речь, умение работать...",30 000 – 70 000 руб.
135,"Контролер приборов учёта ГВС (Мурино, Белоостров, Петродворец)",https://spb.hh.ru/vacancy/47057186?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Петербургтеплоэнерго,"Прием, анализ, обработка показаний ИПУ. Обработка заявок на ввод в эксплуатацию ИПУ. Сопровождение электронных баз данных по объемам потребления и...Аналогичный опыт работы будет Вашим преимуществом. Опыт работы с информацией (внесение, обработка, анализ). Опытный пользователь ПК (Excel, Word, почтовые программы). ",до 41 000 руб.
136,Бухгалтер по первичной документации,https://spb.hh.ru/vacancy/54878644?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Рассвет,"Оформление и контроль документов по расчетам с самозанятыми. - Проведение сверок с контрагентами (анализ дебиторской и кредиторской задолженности). - Контроль наличия оригиналов...Опыт работы бухгалтером от 1-ого года. - Уверенный пользователь ПК, знание 1С: версии 8.3. . - Ответственность, умение расставлять приоритеты...",50 000 – 55 000 руб.
137,Инженер,https://spb.hh.ru/vacancy/54425879?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ЛСР. Строительство - Северо-Запад,Работа с рабочей и проектной документацией КЖ и КР. Анализ типов ЖБИ. Внесение данных о сборных ЖБИ в базу 1...Высшее строительное/среднее специальное строительное ПГС. Опыт работы от 6 месяцев инженером. Умение работать в базе 1С: Предприятие 8...,55 000 – 55 000 руб.
138,Бухгалтер (участок ТМЦ),https://spb.hh.ru/vacancy/52474741?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Диполь,"Участие в годовой инвентаризации всех активов и обязательств, формирование документов инвентаризации (один раз в год). Анализ и предоставление данных по...Опыт работы с постановкой технических заданий по доработке 1С, работа с выгрузками и загрузками данных, хорошее знание Excel. ",от 55 000 руб.
139,Ведущий инженер-проектировщик,https://spb.hh.ru/vacancy/54000794?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Стелла,"Подбор оборудования, составление спецификаций. Предпроектное обследование, сбор и анализ исходных данных. Решение технических вопросов, возникающих на всех этапах разработки и...Знание принципов работы сетей передачи данных промышленного уровня и сетей передачи данных (RS485, Ethernet). Знание нормативно-технической документации (ГОСТы...",85 000 – 95 000 руб.
140,Backend разработчик (PHP),https://spb.hh.ru/vacancy/54889911?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Employcity,"Оптимизацией приложений и распределением нагрузки. Анализом и оптимизацией существующего кода. Написанием и выполнением тестов. Интеграцией с внешними сервисами (API). Опыт работы с различными базами данных (MySQL, MongoDB, Redis). Уверенное знание ООП, паттернов дизайна и архитектуры приложений. Уверенная работа с...",3 000 – 5 000 EUR
141,Инженер-геодезист камерального отдела,https://spb.hh.ru/vacancy/54931283?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Оскур,"Сбор, обработка и анализ исходных данных, необходимых для выполнения работ. Подготовка технического отчета для Экспертизы и снятие замечаний Экспертизы. Высшее образование или среднее профессиональное образование по специальности Геодезия. Опыт работы от 1 года. Четкость, быстрота обработки информации, исполнительность.",от 50 000 руб.
142,Менеджер по продажам (входящие лиды),https://spb.hh.ru/vacancy/54382758?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО РИКЦ,...корректное ведение базы данных. Поддержание лояльно-доверительных отношений  сбор рекомендаций. Составление и ведение отчётности. Проводить ежедневный анализ звонков и статистик. Презентабельный внешний вид. Грамотная устная и письменная речь. Стабильные растущие показатели продаж и требования к себе. Опыт работы в продажах...,100 000 – 350 000 руб.
143,Офис-менеджер,https://spb.hh.ru/vacancy/54886994?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Агентство недвижимости Lange&Smith,"...и учета данных. Ежедневная, ежемесячная и ежегодная отчетность. Поиск и отбор исполнителей (фрилансеров) под поставленные задачи. Поиск и анализ информации...Навыки работы в классических программах MS Office (Word, Excel). Навыки ведения и учета данных. Навык быстрой печати. Грамотная, четкая речь. ",40 000 – 55 000 руб.
144,Ведущий инженер (проектирование автомобильных дорог),https://spb.hh.ru/vacancy/54224083?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО ТранспроектИнжиниринг,"Анализ исходных данных для проектирования объектов и технических требований заказчиков. Разработка проектной и рабочей документации на строительство, реконструкцию и капитальный...Высшее инженерно-техническое образование. Стаж работы в области проектирования автомобильных дорог - не менее 5-ти лет. Знание требований законодательства, нормативных...",97 700 – 120 000 руб.
145,Руководитель отдела продаж в агентство недвижимости,https://spb.hh.ru/vacancy/54597148?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,«ST-Realty»,"Доработать сценарий и сам вебинар, который будет хорошо прогревать клиентов. Совместно с HR нанять и обучить брокеров. Вывести каждого брокера...Успешный опыт в первичном рынке недвижимости как брокера, и конечно же РОП. - Жажда добиваться результата и быть лучшим в своём...",100 000 – 200 000 руб.
146,Заместитель главного инженера проекта,https://spb.hh.ru/vacancy/52876051?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,"ООО Р-Индустрия, Корпорация","Подготовка запросов, получение, анализ и обработка исходных данных для проектирования объектов. Поиск субподрядчиков на выполнение проектно-изыскательских работ. Обязательно высшее профильное образование (строительство, проектирование). Опыт работы на аналогичной должности не менее 3-х лет. Знание нормативной документации в...",до 80 000 руб.
147,Менеджер по аренде коммерческой недвижимости,https://spb.hh.ru/vacancy/54912151?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Д А Л П О Р Т,"поиск потенциальных арендаторов, входящие, исходящие звонки. рассылка КП, реклама. — подготовка сделок аренды, организация просмотров, консультирование. — согласование сделок аренды, коммерческие и...Понимание делового этикета. Знание основ коммуникации. Грамотные речь и письмо.",50 000 – 150 000 руб.
148,Инженер/Инженер-дефектоскопист/неразрушайющий контроль/монтажник/Строитель(с обучением!),https://spb.hh.ru/vacancy/51341031?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Diakont,"Формирование чертежей и схем диагностируемых участков трубопроводов. Сбор данных по наработке эксплуатируемого оборудования. Выполнение работ по систематизации и анализу результатов...Высшее техническое образование. Знание и опыт проведения неразрушающих видов контроля (ВИК, УЗК и МК). Область аттестации: объекты котлонадзора, оборудование нефтяной...",от 100 000 руб.
149,"Главный инженер проекта / ГИП (ЭО, ЭМ, СС, Автоматика)",https://spb.hh.ru/vacancy/54494328?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Сириус,"Анализ исходной документации, формирование по ней вопросов и оценка рисков проекта. Сбор исходных данных. Постановка задач специалистам. Составление ТЗ на...Технические знания в проектировании. Владение специальными расчетными программами. Знание технологии проектирования. Знание нормативной базы проектирования, состава исходно-разрешительной документации. ",80 000 – 150 000 руб.
150,Инженер ОВ - ВК в службу технического заказчика,https://spb.hh.ru/vacancy/52119992?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО СУ Эдельвейс,"Вынос или перекладка инженерных сетей. Получение исходных данных ИРД и ТУ, заключение договоров на технологические присоединения. Решение спорных вопросов, подготовка...Работа в строительстве многоэтажной жилой застройки, опыт взаимодействия с ресурсоснабжающими и проектными организациями, оптимизация условий технологических присоединений, организация работы подрядных...",85 000 – 95 000 руб.
151,Дизайнер мягкой мебели,https://spb.hh.ru/vacancy/54914431?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Си-Лайн,"Обработка и анализ заявки от заказчика на индивидуальное изготовление мебели, составление перечня уточняющих вопросов для передачи в коммерческую службу. - Знание ассортиментной матрицы компании и рынка. Требования: - Знание программы 3Ds-MAX. - Наличие портфолио смоделированных изделий. - Умение читать чертежи . - ",60 000 – 70 000 руб.
152,Шеф-повар,https://spb.hh.ru/vacancy/54770923?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Большой Проспект,"Ведение одновременно двух концепция (Азия и Италия) на базе одной кухни. - Тотальный контроль всех логистический, технический и технологических процессов кухни. -Опыт проведения guest table и мастер-классов совместно с лидерами индустрии. - Умение проводить анализ текущей работы подразделения кухни. - ",150 000 – 200 000 руб.
153,Специалист по работе с клиентами/Специалист по недвижимости,https://spb.hh.ru/vacancy/49163748?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Ключи,"Проводить анализ рынка вторичных объектов недвижимости. Проводить переговоры с продавцом, представителем продавца. Организовывать показы объектов недвижимости (есть показчик). У вас есть опыт продажах от 3-х лет из них с недвижимостью от 1 года. Вы хорошо знаете город...",от 300 000 руб.
154,Графический дизайнер,https://spb.hh.ru/vacancy/54814556?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,A.D.M.,"Ведение учета и базы данных выполненных проектов. Организация работы отдела в области дизайна: составление форм технических заданий, создание шаблонов, создание...Являетесь опытным пользователем: Adobe PhotoShop, Adobе Illustrator, Adobe InDesign, CorelDraw, 3DMax и др.; конструктор сайтов Tilda Publishing. ",от 91 000 руб.
155,Главный бухгалтер,https://spb.hh.ru/vacancy/54801135?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Все Соки,"Сверки с покупателями и поставщиками. - Обеспечение своевременной подготовки достоверных учетных данных для формирования бухгалтерской и налоговой отчетности. - Отчетность ФСС, ПФ...Образование высшее (экономика, бухгалтерский учет, анализ и аудит, финансы). - Опыт не менее 5 лет. - Знание валютного, налогового, бухгалтерского законодательства. - ",70 000 – 90 000 руб.
156,Главный инженер проекта / ГИП (комплексный),https://spb.hh.ru/vacancy/52609054?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Сириус,"Обеспечение связи проектов, выполнение свободного плана сетей (при необходимости). Анализ и предложение решений по проектированию и СМР. Решение технических вопросов. Высшее профессиональное образование (желательно профильное). Умение проектировать одну из сетей (ОВ, ВК/НВК, ЭС, ЭО). Обязательный профессиональный стаж/опыт - не...",от 100 000 руб.
157,Врач-невролог,https://spb.hh.ru/vacancy/54470006?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,СПб ГБУЗ Городская поликлиника №102,"Осуществление, в соответствии с показаниями, своевременной госпитализации больных. Ведение электронных медицинских карт амбулаторных больных, выписка рецептов. Проведение анализа заболеваемости и...Высшее медицинское образование. Действующий сертификат. Коммуникативные навыки. Умение работать в условиях многозадачности.",от 33 000 руб.
158,Инженер-проектировщик систем электроснабжения,https://spb.hh.ru/vacancy/50402343?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Селена Монтаж,"Выполнение всех необходимых электротехнических расчётов. Сбор информации, исходных данных по порученному объекту. Согласование разделов проектной (рабочей) документации с Заказчиком. Высшее профильное образование (электротехника, электроэнергетика). Опытный пользователь программ AutoCAD, Microsoft Office. Знание нормативно-технической документации, номенклатуры оборудования.",50 000 – 60 000 руб.
159,Врач-кардиолог,https://spb.hh.ru/vacancy/51209694?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ГУЗ ТО ТОМИАЦ,"5. Оценка данных электрокардиограммы, эхокардиограммы, фонокардиограммы, зондирование сердца, данных рентгенологического обследования и дача по ним заключения. 6. Назначение необходимых лекарственных...11. Соблюдение правил и принципов врачебной этики. Требования: 1. Высшее образование — специалитет по направлениям «Педиатрия» или «Лечебное дело» и подготовка...",от 55 000 руб.
160,Монтажник связи,https://spb.hh.ru/vacancy/48892716?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО КЛАСС ТЕЛЕКОМ,Проведение обследований объектов связи. Анализ исходных данных и определение технической возможности. Монтаж линий связи (в основном UTP). Монтаж сетевого оборудования...Образование: среднее техническое или выше. Опыт работы с витой парой или оптоволокном. Опыт работы с контрольно-измерительным оборудованием (тон.генератор/щуп...,от 55 000 руб.
161,Инженер ПТО,https://spb.hh.ru/vacancy/54289468?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ПТК Метстройдеталь,"...заявок в случае возникновения вопросов по ним, занесение данных в таблицу). Анализ и подготовка заявок на необходимые материалы для выполнения...Высшее профессиональное образование (техническое или строительное). Опытный пользователь ПК. Свободное и уверенное владение MS Office, AutoCAD. Стрессоустойчивость. Инициативность, коммуникабельность. ",60 000 – 75 000 руб.
